|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
719|KINGDOM OF THE DINOSAURS|English|DFL/2/71/2022-MUM|0 days 01:20:54|Theatrical|UNCORKD ENTERTAINMENT, LLC|-|UA|1|2022-11-30|4854
720|VIOLENT NIGHT|English|DFL/3/27/2022-MUM|0 days 01:51:41|Theatrical|GUY DANELLA, DAVID LEITCH, KELLY MCCORMICK, UNIVERSAL STUDIOS.|-|A|1|2022-12-01|6701
721|OPERATION FORTUNE: RUSE DE GUERRE|English|DFL/3/28/2022-MUM|0 days 01:53:43|Theatrical|STX Financing, LLC|-|A|1|2022-12-02|6823
722|THE LAST DUEL.|English|VFL/2/384/2022-MUM|0 days 02:11:44|Video|Jennifer Fox, Nicole Holofcener, Ridley Scott, Buena Vista international, Inc|-|UA|1|2022-12-06|7904
723|THE KINGS MAN|English|VFL/2/383/2022-MUM|0 days 02:01:37|Video|Adam Bohling, David Reid, Matthew Vaughn, Buena Vista International, Inc|-|UA|1|2022-12-06|7297
724|MUTANT PYTHON|English|VFL/2/385/2022-MUM|0 days 01:14:53|Video|YOUKU INFORMATION TECHNOLOGY (BEIJING)CO.LTD|-|UA|1|2022-12-07|4493
725|KUMARAPARVAM|English|DIL/1/84/2022-THI|0 days 01:26:13|Theatrical|Mahesh B|M4 Communications|U|1|2022-12-07|5173
726|FROM THE SHADOWS|English|VIL/2/505/2022-MUM|0 days 01:16:01|Video|Miriam Chandy Menacherry|FILAMENT PICTURES PVT LTD|UA|1|2022-12-08|4561
727|AVATAR : THE WAY OF WATER - IMAX|English|DFL/2/73/2022-MUM|0 days 03:12:01|Theatrical|James Cameron, Jon Landau, Buena Vista International, Inc|-|UA|1|2022-12-08|11521
728|FALL|English|DFL/2/72/2022-MUM|0 days 01:49:00|Theatrical|CAPSTONE STUDIOS CORP|-|UA|1|2022-12-08|6540
729|FREE GUY.|English|VFL/2/386/2022-MUM|0 days 01:49:33|Video|Greg Berlanti, Adam Kolbrenner, Sarah Schechter, Buena Vista International, Inc|-|UA|1|2022-12-15|6573
730|PUSS IN BOOTS: THE LAST WISH|English|DFL/1/32/2022-MUM|0 days 01:42:24|Theatrical|MARK SWIFT, UNIVERSAL STUDIOS.|-|U|1|2022-12-16|6144
731|BROS|English|DFL/3/32/2022-MUM|0 days 01:53:49|Theatrical|JUDD APATOW, NICHOLAS STOLLER, JOSHUA CHURCH, UNIVERSAL STUDIOS.|-|A|1|2022-12-16|6829
732|M3GAN|English|DFL/3/31/2022-MUM|0 days 01:41:56|Theatrical|JASON BLUM, JAMES WAN, UNIVERSAL STUDIOS.|-|A|1|2022-12-16|6116
733|BULLET TRAIN.|English|VFL/2/388/2022-MUM|0 days 01:59:32|Video|Kelly McCormick • David Leitch • Sony Pictures USA|-|UA|1|2022-12-19|7172
734|AGENT GAME|English|VFL/2/392/2022-MUM|0 days 01:29:47|Video|Tyler W. Konney, Sony Pictures|-|UA|1|2022-12-23|5387
735|THE SAGA OF KODUNGALLUR BHARANI|English|DIL/2/115/2022-THI|0 days 01:40:59|Digital|Nandakumar Thottathil|Ecstasy Media - an Artist K.N. Menon Memorial Arts Space|UA|1|2022-12-27|6059
736|I WANNA DANCE WITH SOMEBODY|English|DFL/2/83/2022-MUM|0 days 02:26:07|Theatrical|Anthony McCarten, Pat Houston, Sony Pictures USA|-|UA|1|2022-12-29|8767
737|O2|ENGLISH PARTLY HINDI AND MISING|DIL/1/62/2022-GUW|0 days 01:38:08|Theatrical|Bhawani Doley Tahu|Ponung Karsang Production(OPC) Private Limited|U|1|2022-12-29|5888
738|LOVE ME STUPID|English|DIL/2/216/2022-Che|0 days 01:55:07|Theatrical|Buvanaram Ramamurthi|VB FILM MAKERS|UA|1|2022-12-30|6907
739|SWA: SOURCE WITHIN AKA INNER WEALTH|English and Sanskrit|VIL/1/81/2022-MUM|0 days 03:12:48|Video|Ninasugati Shivdasanirovshen|-|U|1|2022-12-30|11568
740|A HERO|FARSI|DFL/1/1/2022-MUM|0 days 02:10:14|Theatrical|Asghar Farhadi Production|-|U|1|2022-01-07|7814
741|HOW TO MAKE OUT|French|VFL/2/215/2022-MUM|0 days 01:36:09|Video|PATHE FILMS S A S|-|UA|1|2022-07-06|5769
742|NOTRE DAME BRÛLE|FRENCH WITH ENGLISH SUBTITLE|DFL/1/9/2022-MUM|0 days 01:51:55|Theatrical|PATHE FILMS S.A.S.|-|U|1|2022-05-06|6715
743|THOKDAAR|GARHWALI|DIL/2/6/2022-DEL|0 days 02:27:53|Theatrical|Mamta Rawat|Digamber production|UA|1|2022-06-03|8873
744|BIDEY|Garhwali|DIL/1/17/2022-DEL|0 days 01:57:52|Digital|Gopal Singh Thapa|UFD Entertainment|U|1|2022-07-15|7072
745|MERU GAUN|GARHWALI|DIL/1/28/2022-DEL|0 days 02:09:23|Theatrical|Rakesh Kumar Gaur|Gangotri Films and Entertainment|U|1|2022-09-28|7763
746|YU KANNU RISTA WITH ENGLISH SUBTITLE|Garhwali|DIL/1/36/2022-DEL|0 days 02:22:04|Theatrical|Ankit Kandiyal|Creative People|U|1|2022-12-21|8524
747|NAADI DOSH|Gujarati|DIL/2/1/2022-MUM|0 days 02:11:08|Theatrical|Krishnadev Kishor Yagnik|Big Box Series Pvt Ltd|UA|1|2022-01-04|7868
748|ROCKY IN RISK|Gujarati|DIL/1/1/2022-MUM|0 days 01:41:01|Theatrical|Alok Kishorchand Thaker|ALOK FILM PRODUCTION VADODARA|U|1|2022-01-05|6061
749|VAGE CHHE PRIT NU GEET|Gujarati|DIL/2/3/2022-MUM|0 days 02:15:49|Theatrical|Firojbhai Amibhai Multani|ARJUN FILMS ENTERTAINMENT|UA|1|2022-01-07|8149
750|RANGILO RASIKLAL|Gujarati|DIL/2/17/2022-MUM|0 days 02:27:42|Theatrical|Hirachand Damji Dand|Blue Lion Entertainment Co|UA|1|2022-01-20|8862
751|BLIND DATES.|Gujarati|DIL/2/24/2022-MUM|0 days 01:52:04|Theatrical|Hirachand Damji Dand|Blue Lion Entertainment Co|UA|1|2022-02-01|6724
752|LISTEN 2 DIL|Gujarati|DIL/1/6/2022-MUM|0 days 02:15:59|Theatrical|Vijay Mohan Dalwadi|Sanskar Films International|U|1|2022-02-02|8159
753|EK CHAPATI SINDUR|Gujarati|DIL/2/29/2022-MUM|0 days 01:53:01|Theatrical|Sureshkumar Manordas Thakkar|PUJARA FILMS|UA|1|2022-02-03|6781
754|MAA NA SAUGANDH|Gujarati|VIL/2/54/2022-MUM|0 days 01:37:34|Video|Shivam Raj|-|UA|1|2022-02-04|5854
755|LOHI NI TARAS|Gujarati|VIL/2/53/2022-MUM|0 days 01:55:57|Video|Shivam Raj|-|UA|1|2022-02-04|6957
756|TAKHUBHA NI TALWAR|Gujarati|DIL/2/35/2022-MUM|0 days 02:04:44|Theatrical|Hareshkumar Govindbhai Patel|H G PICTURES|UA|1|2022-02-07|7484
757|CARRY ON KOKILA|Gujarati|VIL/1/8/2022-MUM|0 days 01:46:02|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-02-10|6362
758|ARDHSATYA|Gujarati|VIL/2/67/2022-MUM|0 days 02:09:24|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-02-11|7764
759|GUNUBHAI E GAAM GAJAVYU|Gujarati|VIL/1/9/2022-MUM|0 days 02:04:00|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-02-14|7440
760|PAVITRA PREM PUKARE NADI KINARE|Gujarati|DIL/2/50/2022-MUM|0 days 02:14:31|Theatrical|Nutan Thakor|M/s. Maa Meldi Films Production Nasmed|UA|1|2022-02-16|8071
761|MAARO VAR PAACHO KAR|Gujarati|VIL/2/78/2022-MUM|0 days 01:54:43|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-02-18|6883
762|DEAR FATHER|Gujarati|DIL/1/10/2022-MUM|0 days 02:18:03|Theatrical|Ganesh Chhaganlal Jain|Venus Worldwide Entertainment Pvt. Ltd.|U|1|2022-02-18|8283
763|RAKTBEEJ|Gujarati|DIL/2/57/2022-MUM|0 days 02:01:19|Theatrical|Ramesh Kasturji Prajapati|M/s Gujotsav Productions|UA|1|2022-02-18|7279
764|BONUS MA BAPUJI MALIYA|Gujarati|VIL/2/81/2022-MUM|0 days 01:54:28|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-02-24|6868
765|KAR LO DUNIYA MUTTHI ME|Gujarati|VIL/1/10/2022-MUM|0 days 01:49:22|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-02-25|6562
766|SUTARNE TATNE BANDHAYELA AAPNE|Gujarati|VIL/1/11/2022-MUM|0 days 01:33:08|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-02-25|5588
767|TU MARI RADHA NE HU TARO SHYAM|Gujarati|DIL/2/66/2022-MUM|0 days 01:51:11|Theatrical|Dhruv J Hirpara|Dream Cinema Production|UA|1|2022-02-28|6671
768|LOVE KARVA MA LAFDU THAYU|Gujarati|VIL/2/92/2022-MUM|0 days 02:04:16|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-02-28|7456
769|TALLIKA|Gujarati|DIL/2/67/2022-MUM|0 days 01:41:08|Theatrical|Mitali Gunvantbhai Jani|NATSHILP PRODUCTION|UA|1|2022-03-01|6068
770|NAARISHAKTI|Gujarati|DIL/2/73/2022-MUM|0 days 01:47:00|Theatrical|Renuka Sarjitbhai Raval|Siya Film Enterprises|UA|1|2022-03-07|6420
771|PREM PRAKARAN|Gujarati|DIL/2/76/2022-MUM|0 days 02:41:54|Theatrical|Chandresh K Bhatt|CINEASTE STUDIO|UA|1|2022-03-08|9714
772|BHAGYACHAKRA|Gujarati|DIL/2/81/2022-MUM|0 days 01:54:37|Theatrical|Arvind Kailash Vyas|MAHADEV FILM ART CREATION|UA|1|2022-03-10|6877
773|BADE ACHCHE LAGTE HAIN|Gujarati|VIL/1/14/2022-MUM|0 days 02:04:27|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-03-11|7467
774|GAJAB THAI GAYO!|Gujarati|DIL/1/22/2022-MUM|0 days 02:10:00|Theatrical|Pranav H Shah|INFININE MOTIONS PVT. LTD.|U|1|2022-03-24|7800
775|SHUBH MANGAL SAVDHAN|Gujarati|VIL/2/142/2022-MUM|0 days 01:46:00|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-03-25|6360
776|VIDYA|Gujarati|DIL/1/26/2022-MUM|0 days 01:45:19|Theatrical|Subhash Duragkar|SHILPA MOVIES INTERNATIONAL|U|1|2022-03-31|6319
777|CHALO PAPA APNE GHER|Gujarati|DIL/1/27/2022-MUM|0 days 02:07:09|Theatrical|Maganbhai Chhaganbhai Chauhan|LAKHAN FILMS INTERNATIONAL ( VADODARA )|U|1|2022-03-31|7629
778|AADKO DADKO|Gujarati|DIL/2/112/2022-MUM|0 days 02:02:03|Theatrical|Miteshkumar Pravinbhai Suthar|S SQUARE MOVIE MAKERS|UA|1|2022-04-01|7323
779|ADHURI PRIT NI PURI KAHANI.|Gujarati|DIL/2/113/2022-MUM|0 days 02:06:33|Theatrical|Vinodpuri Chandanpuri Goswami|JAY BHOLE FILM PRODUCTION|UA|1|2022-04-01|7593
780|NIMIT COME BACK SOON|Gujarati|VIL/2/155/2022-MUM|0 days 02:14:55|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-04-05|8095
781|HUN RAJU NE RUKHSANA|Gujarati|VIL/1/17/2022-MUM|0 days 02:22:04|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-04-06|8524
782|DEAR LOVE|Gujarati|DIL/2/121/2022-MUM|0 days 02:17:02|Theatrical|Viral H Patel|Virus Motion Pictures|UA|1|2022-04-07|8222
783|COMMON MAN SUPER MAN|Gujarati|VIL/1/18/2022-MUM|0 days 01:43:19|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-04-07|6199
784|CHANDLO|Gujarati|DIL/2/128/2022-MUM|0 days 01:55:23|Theatrical|Parth Gajjar|HARDIK GAJJAR FILMS UA||1|2022-04-11|6923
785|FAMILY|Gujarati|DIL/1/31/2022-MUM|0 days 01:45:03|Theatrical|Shilpa Subhash Duragkar|SHILPA S. MOVIES|U|1|2022-04-11|6303
786|GULAAM CHOR|Gujarati|DIL/2/132/2022-MUM|0 days 01:58:24|Theatrical|Viral Prakash Shah|CREATIVE TRIBE LLP|UA|1|2022-04-13|7104
787|NAYIKA DEVI THE WARRIOR QUEEN|Gujarati|DIL/2/156/2022-MUM|0 days 02:25:39|Theatrical|Umesh Harimohan Sharma|M/s. ATREE ENTERTAINMENT PVT. LTD.|UA|1|2022-05-04|8739
788|KEHVATLAL PARIVAR|Gujarati|DIL/1/39/2022-MUM|0 days 02:17:21|Theatrical|Rashmin M Majithia|M/S. COCONUT MOTION PICTURES|U|1|2022-05-05|8241
789|GOLDHANA NI GOLMAAL|Gujarati|VIL/1/25/2022-MUM|0 days 01:50:31|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-05-11|6631
790|SONU TANE MARA PAR BHAROSO NAI KE|Gujarati|DIL/1/47/2022-MUM|0 days 02:07:03|Theatrical|Jeegar Vasantlal Chauhan|JEEGAR CHAUHAN PRODUCTIONS|U|1|2022-05-12|7623
791|HELLO ZINDAGI|Gujarati|DIL/1/45/2022-MUM|0 days 01:54:17|Theatrical|Viveka patel|M/S. PINK PANDA FILMS|U|1|2022-05-12|6857
792|LOVE NO BHAVADO|Gujarati|DIL/2/168/2022-MUM|0 days 02:11:57|Theatrical|Divya H Patel|maruti art|UA|1|2022-05-17|7917
793|DHARM YUDH|Gujarati|VIL/2/213/2022-MUM|0 days 02:07:05|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-05-19|7625
794|BHAVNA|Gujarati|DIL/2/172/2022-MUM|0 days 01:47:39|Digital|Prasun Bholanath Banarjee|M/S PRASUN BANARJEE PRODUCTIONS|UA|1|2022-05-20|6459
795|LOVE YOU PAPA|Gujarati|DIL/1/50/2022-MUM|0 days 02:30:05|Theatrical|Hirachand Damji Dand|Blue Lion Entertainment Co|U|1|2022-05-23|9005
796|JOVA JEVI THAI|Gujarati|DIL/2/180/2022-MUM|0 days 01:51:07|Theatrical|Rajeshbhai Shivprasad Bhatt|BHATT R.S.|UA|1|2022-05-26|6667
797|VANVEER|Gujarati|DIL/2/181/2022-MUM|0 days 02:06:32|Theatrical|Shantilal Shanjaji Asoda|M/s. TRINETRA FILMS ENTERTAINMENT|UA|1|2022-05-27|7592
798|JAYSUK ZDPAYO|Gujarati|DIL/2/183/2022-MUM|0 days 02:20:02|Theatrical|Dhramessh Shantilal Mehta|NAMANRAJ PRODUCTAIONS PVT LTD|UA|1|2022-05-30|8402
799|PREM YUDDH|Gujarati|DIL/2/185/2022-MUM|0 days 02:10:19|Theatrical|Jitendra Bhimbhai Vasava|RED VELVET CINEMA|UA|1|2022-06-01|7819
800|JITI LE JINDAGI|Gujarati|DIL/2/195/2022-MUM|0 days 01:43:21|Theatrical|Vipul Natvarlal Shah|FRIENDS THEATER GROUP|UA|1|2022-06-06|6201
801|GHANTADI HANDHAY NI VAGE|Gujarati|DIL/2/197/2022-MUM|0 days 02:16:26|Theatrical|Takhatsinh Pravinsinh Rana|DJ ENTERTAINMENT|UA|1|2022-06-07|8186
802|PREET KARE POKAR|Gujarati|DIL/2/203/2022-MUM|0 days 02:28:26|Theatrical|Mahendrasinh Shivnathsinh Rajput|SHIV SHAKTI MOVIES|UA|1|2022-06-09|8906
803|SAATAM AATHAM|Gujarati|DIL/2/208/2022-MUM|0 days 01:57:07|Theatrical|Hina Shah|LIMELIGHT PICTURES|UA|1|2022-06-15|7027
804|DIKARI CHHE TO DUNIYA CHHE|Gujarati|DIL/2/211/2022-MUM|0 days 02:22:00|Theatrical|Hansrajbhai Tamboliya|SHREE DIVYA RAJ FILMS|UA|1|2022-06-16|8520
805|JE THASE JOYU JASE|Gujarati|DIL/2/215/2022-MUM|0 days 02:30:03|Theatrical|Kuldeep Rameshwarbhai Dave|MOGAL MAHER FILMS|UA|1|2022-06-21|9003
806|WIFE BAHU CUTE HOY JYA SUDHI MUTE HOY|Gujarati|VIL/1/37/2022-MUM|0 days 01:31:01|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-06-21|5461
807|OH TAARI TAARU BHALU THAAY|Gujarati|VIL/1/43/2022-MUM|0 days 02:05:39|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-06-22|7539
808|VICKIDA NO VARGHODO|Gujarati|DIL/1/66/2022-MUM|0 days 02:35:58|Theatrical|Sharad Sanjaybhai Patel|SP CINECORP CINEMATIC VENTURE LTD|U|1|2022-06-22|9358
809|"""NAVKAR MANTRA MAHA SHAKTI"""|Gujarati|DIL/1/65/2022-MUM|0 days 01:42:05|Theatrical|Reena Girishbhai Vora|R. V. FILMS CREATIONS|U|1|2022-06-22|6125
810|RAAJI ALWAYS KHUSH.|Gujarati|DIL/1/64/2022-MUM|0 days 02:02:13|Theatrical|Ramesh Mathurdas Patel|Manchan Entertainment|U|1|2022-06-22|7333
811|KHOJ|Gujarati|DIL/2/220/2022-MUM|0 days 01:42:23|Theatrical|Urvish V Parikh|PINK PURPLE PRODUCTION|UA|1|2022-06-24|6143
812|VAAHLAM JAAO NE|Gujarati|DIL/1/67/2022-MUM|0 days 02:12:00|Theatrical|Parth Gajjar|HARDIK GAJJAR FILMS U||1|2022-06-27|7920
813|HAATHTAALI|Gujarati|DIL/1/68/2022-MUM|0 days 02:01:42|Theatrical|Riteshbhai Mokasana|Kalpcinearts|U|1|2022-06-28|7302
814|SAIYAR MORI RE|Gujarati|DIL/1/71/2022-MUM|0 days 02:45:38|Theatrical|Meet Prakash Kariya|K-BROTHERS MOTION PICTURES|U|1|2022-07-01|9938
815|PATARANI|Gujarati|VIL/1/47/2022-MUM|0 days 01:43:14|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-07-06|6194
816|MAARE SHU ?|Gujarati|DIL/1/77/2022-MUM|0 days 01:52:18|Theatrical|Vikram N Chauhan|Vc Filmcity|U|1|2022-07-18|6738
817|HAR RE JANAM MA MANGU TANE|Gujarati|DIL/2/246/2022-MUM|0 days 02:00:00|Theatrical|Abhay Dineshbhai Bhaskar|A. D. BHASKAR FILMS|UA|1|2022-07-18|7200
818|RAADO|Gujarati|DIL/3/31/2022-MUM|0 days 02:22:27|Theatrical|Krishnadev Kishor Yagnik|Big Box Series Pvt Ltd|A|1|2022-07-19|8547
819|53 MU PANU|Gujarati|DIL/2/253/2022-MUM|0 days 02:30:39|Theatrical|Bhaveshkumar Popatlal Upadhyay|M/s. MAGNET MEDIA SOLUTIONS LLP|UA|1|2022-07-21|9039
820|"""21 DIVAS """|Gujarati|DIL/1/80/2022-MUM|0 days 02:25:18|Theatrical|Dhatri Kalpeshbhai Banker|M/s. The Red Flag Entertainment|U|1|2022-07-22|8718
821|PREM THI JOVO|Gujarati|DIL/2/256/2022-MUM|0 days 01:46:13|Theatrical|Gopa Ram|M/s. SHRI DESAI FILM PRODUCTION|UA|1|2022-07-22|6373
822|DAYADU DEVI MAA DASHAMA|Gujarati|DIL/1/79/2022-MUM|0 days 01:58:18|Theatrical|Mahendrakumar Govindbhai Patel|SIDDHIVINAYAK MOVIE MAKERS|U|1|2022-07-22|7098
823|RAHIL|Gujarati|DIL/2/254/2022-MUM|0 days 01:52:36|Theatrical|Pooja Nirav Raval|MOMS ENTERTAINMENT|UA|1|2022-07-22|6756
824|KON PARKA KON POTANA|Gujarati|DIL/2/289/2022-MUM|0 days 02:35:36|Theatrical|Harsukhbhai K Dhaduk|SHREEJI CINE PRODUCTION|UA|1|2022-08-08|9336
825|MASTER|Gujarati|DIL/1/94/2022-MUM|0 days 01:55:05|Theatrical|Bhaskarbhai Joshi|MANSI ABHINAY SRINGAR FILM PROD.|U|1|2022-08-10|6905
826|HEY KEM CHHO LONDON|Gujarati|DIL/2/291/2022-MUM|0 days 02:04:01|Theatrical|Sunny Harishchandra Surani|MANGOO STUDIOS LLP|UA|1|2022-08-10|7441
827|GANGAPUR NI GANGA|Gujarati|VIL/2/371/2022-MUM|0 days 01:53:19|Video|Salim Abdulla Dosani|PARAMOUNT MOVIE MAKER PVT LTD|UA|1|2022-08-12|6799
828|FAKT MAHILAO MAATE|Gujarati|DIL/1/96/2022-MUM|0 days 02:17:12|Theatrical|Vaishal Rajeshbhai Shah|JANNOCK FILMS LLP|U|1|2022-08-16|8232
829|KARMA|Gujarati|DIL/2/301/2022-MUM|0 days 01:58:36|Theatrical|Subramanian S Iyer|SPIN-A-TALE PICTURES LLP|UA|1|2022-08-17|7116
830|RAAKH|Gujarati|DIL/1/98/2022-MUM|0 days 01:49:59|Theatrical|Hitesh Kamleshbhai Prajapati Eva Film Production||U|1|2022-08-18|6599
831|PRAN CHHUTE PAN MARI PRIT NA TUTE|Gujarati|DIL/2/308/2022-MUM|0 days 01:56:14|Theatrical|Sandipbhai Ashvinbhai Patni|SHRI MAHAKALI FILM PRODUCTION|UA|1|2022-08-23|6974
832|APNA TIME AAYEGA|Gujarati|VIL/2/380/2022-MUM|0 days 02:09:00|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-08-23|7740
833|MANE LAGI RE LAGAN TARA PREM NI EK PREMKATHA|Gujarati|DIL/2/315/2022-MUM|0 days 02:12:47|Theatrical|Pankajbhai Jayantibhai Dodia Reeva films LLp||UA|1|2022-08-24|7967
834|ANTEEM YATRA|Gujarati|DIL/1/101/2022-MUM|0 days 01:54:54|Theatrical|Sureshbhai Ravirambhai Vaishnav|rang gurjari productions llp|U|1|2022-08-25|6894
835|LEELA NATWARLAAL NIMK|Gujarati|VIL/1/59/2022-MUM|0 days 01:38:15|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-09-01|5895
836|DARD|Gujarati|DIL/2/324/2022-MUM|0 days 02:13:05|Theatrical|Bhagvanbhai Bhanabhai Vaghela|M/s Kalamandir Films|UA|1|2022-09-02|7985
837|VEER ISHA NU SEEMANT|Gujarati|DIL/2/333/2022-MUM|0 days 02:01:06|Theatrical|Dhruvin Daksheshbhai Shah|M/s. NAVKAR EVENTS PVT. LTD.|UA|1|2022-09-06|7266
838|TUJHNE POKARE MARI PREET|Gujarati|DIL/2/331/2022-MUM|0 days 02:25:47|Theatrical|Dilipsinh Vaghela|VAGHELA FILM ENTERPRISES|UA|1|2022-09-06|8747
839|CASH CHE TOH AISH CHE|Gujarati|VIL/2/409/2022-MUM|0 days 01:48:09|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|UA|1|2022-09-15|6489
840|CHOTHO VANDRO|GUJRATI WITH ENGLISH SUBTITLE|DIL/2/352/2022-MUM|0 days 02:19:01|Theatrical|Dipak Dhirubhai Patel|DEEPAK PATEL FILMS|UA|1|2022-09-16|8341
841|RAJYOG|Gujarati|VIL/1/64/2022-MUM|0 days 02:08:33|Video|KAMLESH JAYSHANKAR PURANI|SHEMAROO ENTERTAINMENT LTD|U|1|2022-09-19|7713
842|MADHAV|Gujarati|DIL/2/354/2022-MUM|0 days 01:44:45|Theatrical|Hetalbhai Thakkar|JACE PRODUCTION|UA|1|2022-09-19|6285
843|CHOKTHU FIT|Gujarati|DIL/1/114/2022-MUM|0 days 02:33:31|Theatrical|Sanjay Jayantilal Sukharamwala|SAIRANDHREE FLIMS|U|1|2022-09-28|9211
844|GUJARAT THI NEW JERSEY|Gujarati|DIL/2/383/2022-MUM|0 days 02:20:00|Theatrical|Nagesh N Pathak|Bhavya Entertainment Pvt. Ltd.|UA|1|2022-10-03|8400
845|HOON TARI HEER|Gujarati|DIL/2/382/2022-MUM|0 days 02:27:53|Theatrical|Jayesh Bhikhabhai Pavra|M/s. PAVRA ENTERTAINMENT|UA|1|2022-10-03|8873
846|ABODH|Gujarati|DIL/2/388/2022-MUM|0 days 02:09:48|Theatrical|Jignes Somalal Khatri|Rocks khatri entertainment|UA|1|2022-10-06|7788
847|WELLCOME JINDAGI|Gujarati|DIL/1/122/2022-MUM|0 days 02:17:17|Theatrical|Rajeshbhai Paulbhai Chauhan|PRACHI FILMS AND ENTERTAINMENT|U|1|2022-10-10|8237
848|VIRGINITY DEAL|Gujarati|DIL/2/398/2022-MUM|0 days 01:55:00|Theatrical|Mitali Jani|Millennia Films|UA|1|2022-10-11|6900
849|ALL ARE WELCOME 2|Gujarati|DIL/2/404/2022-MUM|0 days 01:59:47|Theatrical|Parth Harshadbhai Karnetiya|M/s Parisha Acting Studio|UA|1|2022-10-12|7187
850|SON SATVARI|Gujarati|DIL/1/125/2022-MUM|0 days 02:22:06|Theatrical|Kantiraj Hirabhai Rathod|M/s. Manav International Films|U|1|2022-10-12|8526
851|WATAN MARU KATHIYAWAD|Gujarati|DIL/2/407/2022-MUM|0 days 02:02:43|Theatrical|Kishorbhai B Goti|M/s GOTI FILM PRODUCTION|UA|1|2022-10-13|7363
852|AUM MANGALAM SINGLEM|Gujarati|DIL/1/128/2022-MUM|0 days 02:54:11|Theatrical|Aarti Sandeep Patel|M/s Akshar Communications|U|1|2022-10-18|10451
853|GUDDI VILLA|Gujarati|DIL/2/421/2022-MUM|0 days 01:42:43|Theatrical|Sammati Niravbhai Raninga|Ziona enterprises|UA|1|2022-10-21|6163
854|KAAVATRU|Gujarati|DIL/2/425/2022-MUM|0 days 02:03:15|Theatrical|Urvish V Parikh|PINK PURPLE PRODUCTION|UA|1|2022-10-21|7395
855|BAAGADBILLAA|Gujarati|DIL/2/424/2022-MUM|0 days 01:51:28|Theatrical|Bhavin Gordhanbhai Mandaviya|MADHAV MOTION PICTURES|UA|1|2022-10-21|6688
856|KHEDUT EK RAKSHAK|Gujarati|DIL/2/432/2022-MUM|0 days 02:51:04|Theatrical|Dharmesh Shah|Music Junction|UA|1|2022-10-27|10264
857|CHABUTRO|Gujarati|DIL/2/444/2022-MUM|0 days 01:59:16|Theatrical|Chanakya Dineshbhai Patel|White Elephant Films|UA|1|2022-11-02|7156
858|LIFE EK SETTLEMENT|Gujarati|DIL/2/442/2022-MUM|0 days 02:15:03|Theatrical|Pravin Khimjibhai Solanki|DASHARAM INFRA AND FILMS PRODUCTION|UA|1|2022-11-02|8103
859|PENTAGON|Gujarati|DIL/2/448/2022-MUM|0 days 01:49:06|Theatrical|Nileshkumar Arjanbhai Chovatiya|Art Corporation|UA|1|2022-11-03|6546
860|2G APARTMENTS|Gujarati|DIL/2/467/2022-MUM|0 days 02:13:22|Theatrical|Hirachand Damji Dand|M/s. Kutch Talkieg|UA|1|2022-11-16|8002
861|PURN PURUSHOTTAM SHRI SWAMINARAYAN BHAGWAN THE EPIC BIOGRAPHY OF LORD SHREE SWAMINARAYAN|Gujarati|DIL/1/145/2022-MUM|0 days 02:46:07|Theatrical|Rakesh S Pujaraa|kanan films|U|1|2022-11-18|9967
